387,2010-05-01,1,26,31,34,40,43,20
388,2010-05-08,1,8,9,17,29,32,45
389,2010-05-15,7,16,18,20,23,26,3
390,2010-05-22,16,17,28,37,39,40,15
391,2010-05-29,10,11,18,22,28,39,30
392,2010-06-05,1,3,7,8,24,42,43
393,2010-06-12,9,16,28,40,41,43,21
394,2010-06-19,1,13,20,22,25,28,15
395,2010-06-26,11,15,20,26,31,35,7
396,2010-07-03,18,20,31,34,40,45,30
397,2010-07-10,12,13,17,22,25,33,8
398,2010-07-17,10,15,20,23,42,44,7
399,2010-07-24,1,2,9,17,19,42,20
400,2010-07-31,9,21,27,34,41,43,2
401,2010-08-07,6,12,18,31,38,43,9
402,2010-08-14,5,9,15,19,22,36,32
403,2010-08-21,10,14,22,24,28,37,26
404,2010-08-28,5,20,21,24,33,40,36
405,2010-09-04,1,2,10,25,26,44,4
406,2010-09-11,7,12,21,24,27,36,45
407,2010-09-18,6,7,13,16,24,25,1
408,2010-09-25,9,20,21,22,30,37,16
409,2010-10-02,6,9,21,31,32,40,38
410,2010-10-09,1,3,18,32,40,41,16
411,2010-10-16,11,14,22,35,37,39,5
412,2010-10-23,4,7,39,41,42,45,40
413,2010-10-30,2,9,15,23,34,40,3
414,2010-11-06,2,14,15,22,23,44,43
415,2010-11-13,7,17,20,26,30,40,24
416,2010-11-20,5,6,8,11,22,26,44
417,2010-11-27,4,5,14,20,22,43,44
418,2010-12-04,11,13,15,26,28,34,31
419,2010-12-11,2,11,13,14,28,30,7
420,2010-12-18,4,9,10,29,31,34,27
421,2010-12-25,6,11,26,27,28,44,30
422,2011-01-01,8,15,19,21,34,44,12
423,2011-01-08,1,17,27,28,29,40,5
424,2011-01-15,10,11,26,31,34,44,30
425,2011-01-22,8,10,14,27,33,38,3
426,2011-01-29,4,17,18,27,39,43,19
427,2011-02-05,6,7,15,24,28,30,21
428,2011-02-12,12,16,19,22,37,40,8
429,2011-02-19,3,23,28,34,39,42,16
430,2011-02-26,1,3,16,18,30,34,44
431,2011-03-05,18,22,25,31,38,45,6
432,2011-03-12,2,3,5,11,27,39,33
433,2011-03-19,19,23,29,33,35,43,27
434,2011-03-26,3,13,20,24,33,37,35
435,2011-04-02,8,16,26,30,38,45,42
436,2011-04-09,9,14,20,22,33,34,28
437,2011-04-16,11,16,29,38,41,44,21
438,2011-04-23,6,12,20,26,29,38,45
439,2011-04-30,17,20,30,31,37,40,25
440,2011-05-07,10,22,28,34,36,44,2
441,2011-05-14,1,23,28,30,34,35,9
442,2011-05-21,25,27,29,36,38,40,41
443,2011-05-28,4,6,10,19,20,44,14
444,2011-06-04,11,13,23,35,43,45,17
445,2011-06-11,13,20,21,30,39,45,32
446,2011-06-18,1,11,12,14,26,35,6
